framework,tracker,status,input_kind,input_name,input_json,source_path,gt_mot,pred_mot,metrics_csv,metrics_json,sequence_name,num_frames,idf1,idp,idr,precision,recall,mota,motp,num_switches,num_false_positives,num_misses,mostly_tracked,mostly_lost,sequence_label
boxmot,boxmot_ocsort,completed_cached,gt,gt_as_detections,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite\_inputs\footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label_front_fisheye_gt_as_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\GTs\footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label\cam_fish_front_ann.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\GTs_MOT\footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label_front_fisheye.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite\footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label_front_fisheye_gt_as_detections\boxmot_ocsort_tracks.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite\footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label_front_fisheye_gt_as_detections\boxmot_ocsort_metrics.csv,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite\footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label_front_fisheye_gt_as_detections\boxmot_ocsort_metrics.json,footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label_front_fisheye,607,1.0,1.0,1.0,1.0,1.0,1.0,2.798118052201268e-07,0,0,0,1,0,sequence
norfair,norfair,completed_cached,gt,gt_as_detections,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite\_inputs\footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label_front_fisheye_gt_as_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\GTs\footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label\cam_fish_front_ann.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\GTs_MOT\footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label_front_fisheye.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite\footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label_front_fisheye_gt_as_detections\norfair_tracks.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite\footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label_front_fisheye_gt_as_detections\norfair_metrics.csv,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite\footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label_front_fisheye_gt_as_detections\norfair_metrics.json,footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label_front_fisheye,607,0.9942004971002486,1.0,0.9884678747940692,1.0,0.9884678747940692,0.9884678747940692,0.039131579274685996,0,0,7,1,0,sequence
boxmot,boxmot_bytetrack,completed_cached,gt,gt_as_detections,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite\_inputs\footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label_zed_rgb_gt_as_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\GTs\footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label\cam_zed_rgb_ann.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\GTs_MOT\footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label_zed_rgb.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite\footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label_zed_rgb_gt_as_detections\boxmot_bytetrack_tracks.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite\footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label_zed_rgb_gt_as_detections\boxmot_bytetrack_metrics.csv,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite\footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label_zed_rgb_gt_as_detections\boxmot_bytetrack_metrics.json,footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label_zed_rgb,262,1.0,1.0,1.0,1.0,1.0,1.0,0.09460524936364488,0,0,0,1,0,sequence
boxmot,boxmot_ocsort,completed_cached,gt,gt_as_detections,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite\_inputs\footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label_zed_rgb_gt_as_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\GTs\footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label\cam_zed_rgb_ann.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\GTs_MOT\footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label_zed_rgb.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite\footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label_zed_rgb_gt_as_detections\boxmot_ocsort_tracks.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite\footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label_zed_rgb_gt_as_detections\boxmot_ocsort_metrics.csv,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite\footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label_zed_rgb_gt_as_detections\boxmot_ocsort_metrics.json,footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label_zed_rgb,262,1.0,1.0,1.0,1.0,1.0,1.0,1.3524952865635122e-07,0,0,0,1,0,sequence
norfair,norfair,completed_cached,gt,gt_as_detections,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite\_inputs\footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label_zed_rgb_gt_as_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\GTs\footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label\cam_zed_rgb_ann.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\GTs_MOT\footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label_zed_rgb.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite\footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label_zed_rgb_gt_as_detections\norfair_tracks.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite\footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label_zed_rgb_gt_as_detections\norfair_metrics.csv,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite\footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label_zed_rgb_gt_as_detections\norfair_metrics.json,footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label_zed_rgb,262,0.9864603481624759,1.0,0.9732824427480916,1.0,0.9732824427480916,0.9732824427480916,0.07283190745872714,0,0,7,1,0,sequence
boxmot,boxmot_bytetrack,completed_cached,gt,gt_as_detections,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite\_inputs\in_straw_3pick_diff_st_10_24_2024_5_a_label_front_fisheye_gt_as_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\GTs\in_straw_3pick_diff_st_10_24_2024_5_a_label\cam_fish_front_ann.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\GTs_MOT\in_straw_3pick_diff_st_10_24_2024_5_a_label_front_fisheye.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite\in_straw_3pick_diff_st_10_24_2024_5_a_label_front_fisheye_gt_as_detections\boxmot_bytetrack_tracks.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite\in_straw_3pick_diff_st_10_24_2024_5_a_label_front_fisheye_gt_as_detections\boxmot_bytetrack_metrics.csv,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite\in_straw_3pick_diff_st_10_24_2024_5_a_label_front_fisheye_gt_as_detections\boxmot_bytetrack_metrics.json,in_straw_3pick_diff_st_10_24_2024_5_a_label_front_fisheye,346,1.0,1.0,1.0,1.0,1.0,1.0,0.06543166376498627,0,0,0,2,0,sequence
boxmot,boxmot_ocsort,completed_cached,gt,gt_as_detections,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite\_inputs\in_straw_3pick_diff_st_10_24_2024_5_a_label_front_fisheye_gt_as_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\GTs\in_straw_3pick_diff_st_10_24_2024_5_a_label\cam_fish_front_ann.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\GTs_MOT\in_straw_3pick_diff_st_10_24_2024_5_a_label_front_fisheye.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite\in_straw_3pick_diff_st_10_24_2024_5_a_label_front_fisheye_gt_as_detections\boxmot_ocsort_tracks.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite\in_straw_3pick_diff_st_10_24_2024_5_a_label_front_fisheye_gt_as_detections\boxmot_ocsort_metrics.csv,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite\in_straw_3pick_diff_st_10_24_2024_5_a_label_front_fisheye_gt_as_detections\boxmot_ocsort_metrics.json,in_straw_3pick_diff_st_10_24_2024_5_a_label_front_fisheye,346,1.0,1.0,1.0,1.0,1.0,1.0,5.286036593029806e-09,0,0,0,2,0,sequence
norfair,norfair,completed_cached,gt,gt_as_detections,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite\_inputs\in_straw_3pick_diff_st_10_24_2024_5_a_label_front_fisheye_gt_as_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\GTs\in_straw_3pick_diff_st_10_24_2024_5_a_label\cam_fish_front_ann.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\GTs_MOT\in_straw_3pick_diff_st_10_24_2024_5_a_label_front_fisheye.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite\in_straw_3pick_diff_st_10_24_2024_5_a_label_front_fisheye_gt_as_detections\norfair_tracks.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite\in_straw_3pick_diff_st_10_24_2024_5_a_label_front_fisheye_gt_as_detections\norfair_metrics.csv,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite\in_straw_3pick_diff_st_10_24_2024_5_a_label_front_fisheye_gt_as_detections\norfair_metrics.json,in_straw_3pick_diff_st_10_24_2024_5_a_label_front_fisheye,346,0.9897810218978103,1.0,0.9797687861271677,1.0,0.9797687861271677,0.9797687861271677,0.04740811327546804,0,0,14,2,0,sequence
boxmot,boxmot_bytetrack,completed_cached,gt,gt_as_detections,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite\_inputs\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb_gt_as_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\GTs\in_straw_3pick_diff_st_10_24_2024_5_a_label\cam_zed_rgb_ann.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\GTs_MOT\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb_gt_as_detections\boxmot_bytetrack_tracks.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb_gt_as_detections\boxmot_bytetrack_metrics.csv,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb_gt_as_detections\boxmot_bytetrack_metrics.json,in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb,155,0.9540918163672655,0.956,0.952191235059761,0.956,0.952191235059761,0.9083665338645418,0.11883601273244873,0,11,12,2,0,sequence
boxmot,boxmot_ocsort,completed_cached,gt,gt_as_detections,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite\_inputs\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb_gt_as_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\GTs\in_straw_3pick_diff_st_10_24_2024_5_a_label\cam_zed_rgb_ann.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\GTs_MOT\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb_gt_as_detections\boxmot_ocsort_tracks.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb_gt_as_detections\boxmot_ocsort_metrics.csv,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb_gt_as_detections\boxmot_ocsort_metrics.json,in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb,155,0.9939879759519038,1.0,0.9880478087649402,1.0,0.9880478087649402,0.9880478087649402,1.0500984528119628e-07,0,0,3,2,0,sequence
norfair,norfair,completed_cached,gt,gt_as_detections,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite\_inputs\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb_gt_as_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\GTs\in_straw_3pick_diff_st_10_24_2024_5_a_label\cam_zed_rgb_ann.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\GTs_MOT\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb_gt_as_detections\norfair_tracks.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb_gt_as_detections\norfair_metrics.csv,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb_gt_as_detections\norfair_metrics.json,in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb,155,0.9713114754098361,1.0,0.9442231075697212,1.0,0.9442231075697212,0.9442231075697212,0.07415563122801863,0,0,14,2,0,sequence
boxmot,boxmot_bytetrack,completed_cached,gt,gt_as_detections,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite\_inputs\out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label_front_fisheye_gt_as_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\GTs\out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label\cam_fish_front_ann.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\GTs_MOT\out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label_front_fisheye.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite\out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label_front_fisheye_gt_as_detections\boxmot_bytetrack_tracks.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite\out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label_front_fisheye_gt_as_detections\boxmot_bytetrack_metrics.csv,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite\out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label_front_fisheye_gt_as_detections\boxmot_bytetrack_metrics.json,out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label_front_fisheye,869,0.5039962388340385,0.506137865911237,0.50187265917603,0.9867799811142587,0.9784644194756554,0.9597378277153558,0.10893482315235326,12,28,46,3,0,sequence
boxmot,boxmot_ocsort,completed_cached,gt,gt_as_detections,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite\_inputs\out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label_front_fisheye_gt_as_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\GTs\out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label\cam_fish_front_ann.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\GTs_MOT\out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label_front_fisheye.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite\out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label_front_fisheye_gt_as_detections\boxmot_ocsort_tracks.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite\out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label_front_fisheye_gt_as_detections\boxmot_ocsort_metrics.csv,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite\out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label_front_fisheye_gt_as_detections\boxmot_ocsort_metrics.json,out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label_front_fisheye,869,0.4519344884880133,0.45835339431872896,0.44569288389513106,1.0,0.9723782771535581,0.9672284644194756,2.0854907218459576e-07,11,0,59,3,0,sequence
norfair,norfair,completed_cached,gt,gt_as_detections,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite\_inputs\out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label_front_fisheye_gt_as_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\GTs\out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label\cam_fish_front_ann.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\GTs_MOT\out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label_front_fisheye.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite\out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label_front_fisheye_gt_as_detections\norfair_tracks.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite\out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label_front_fisheye_gt_as_detections\norfair_metrics.csv,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite\out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label_front_fisheye_gt_as_detections\norfair_metrics.json,out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label_front_fisheye,869,0.4393276536956021,0.4322609877661985,0.44662921348314605,0.9261440869959221,0.9569288389513109,0.87687265917603,0.05798921971710191,8,163,92,3,0,sequence
boxmot,boxmot_bytetrack,completed_cached,gt,gt_as_detections,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite\_inputs\out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label_zed_rgb_gt_as_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\GTs\out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label\cam_zed_rgb_ann.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\GTs_MOT\out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label_zed_rgb.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite\out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label_zed_rgb_gt_as_detections\boxmot_bytetrack_tracks.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite\out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label_zed_rgb_gt_as_detections\boxmot_bytetrack_metrics.csv,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite\out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label_zed_rgb_gt_as_detections\boxmot_bytetrack_metrics.json,out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label_zed_rgb,381,0.43946188340807174,0.44478063540090773,0.4342688330871492,0.9667170953101362,0.9438700147710487,0.8980797636632201,0.15772507168421365,9,22,38,3,0,sequence
boxmot,boxmot_ocsort,completed_cached,gt,gt_as_detections,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite\_inputs\out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label_zed_rgb_gt_as_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\GTs\out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label\cam_zed_rgb_ann.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\GTs_MOT\out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label_zed_rgb.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite\out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label_zed_rgb_gt_as_detections\boxmot_ocsort_tracks.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite\out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label_zed_rgb_gt_as_detections\boxmot_ocsort_metrics.csv,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite\out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label_zed_rgb_gt_as_detections\boxmot_ocsort_metrics.json,out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label_zed_rgb,381,0.3938931297709924,0.4075829383886256,0.3810930576070901,1.0,0.9350073855243722,0.9246676514032497,1.2909431190383947e-07,7,0,44,3,0,sequence
norfair,norfair,completed_cached,gt,gt_as_detections,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite\_inputs\out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label_zed_rgb_gt_as_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\GTs\out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label\cam_zed_rgb_ann.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\GTs_MOT\out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label_zed_rgb.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite\out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label_zed_rgb_gt_as_detections\norfair_tracks.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite\out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label_zed_rgb_gt_as_detections\norfair_metrics.csv,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite\out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label_zed_rgb_gt_as_detections\norfair_metrics.json,out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label_zed_rgb,396,0.3107067879636109,0.29521276595744683,0.32791728212703103,0.7792553191489362,0.8655834564254062,0.6085672082717872,0.10319087602403422,8,166,91,3,0,sequence
boxmot,boxmot_bytetrack,completed_cached,gt,gt_as_detections,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite\_inputs\out_vine_4swap+walk_st_ly_11_06_2024_2_label_front_fisheye_gt_as_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\GTs\out_vine_4swap+walk_st_ly_11_06_2024_2_label\cam_fish_front_ann.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\GTs_MOT\out_vine_4swap+walk_st_ly_11_06_2024_2_label_front_fisheye.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite\out_vine_4swap+walk_st_ly_11_06_2024_2_label_front_fisheye_gt_as_detections\boxmot_bytetrack_tracks.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite\out_vine_4swap+walk_st_ly_11_06_2024_2_label_front_fisheye_gt_as_detections\boxmot_bytetrack_metrics.csv,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite\out_vine_4swap+walk_st_ly_11_06_2024_2_label_front_fisheye_gt_as_detections\boxmot_bytetrack_metrics.json,out_vine_4swap+walk_st_ly_11_06_2024_2_label_front_fisheye,765,0.4280630401626843,0.42944576674600476,0.4266891891891892,0.9959197551853112,0.989527027027027,0.9804054054054054,0.08534170170096075,15,12,31,4,0,sequence
boxmot,boxmot_ocsort,completed_cached,gt,gt_as_detections,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite\_inputs\out_vine_4swap+walk_st_ly_11_06_2024_2_label_front_fisheye_gt_as_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\GTs\out_vine_4swap+walk_st_ly_11_06_2024_2_label\cam_fish_front_ann.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\GTs_MOT\out_vine_4swap+walk_st_ly_11_06_2024_2_label_front_fisheye.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite\out_vine_4swap+walk_st_ly_11_06_2024_2_label_front_fisheye_gt_as_detections\boxmot_ocsort_tracks.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite\out_vine_4swap+walk_st_ly_11_06_2024_2_label_front_fisheye_gt_as_detections\boxmot_ocsort_metrics.csv,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite\out_vine_4swap+walk_st_ly_11_06_2024_2_label_front_fisheye_gt_as_detections\boxmot_ocsort_metrics.json,out_vine_4swap+walk_st_ly_11_06_2024_2_label_front_fisheye,765,0.4297661717016556,0.4342876854087616,0.42533783783783785,1.0,0.9793918918918919,0.9746621621621622,3.205970781234377e-07,14,0,61,4,0,sequence
