,num_frames,idf1,idp,idr,precision,recall,mota,motp,num_switches,num_false_positives,num_misses,mostly_tracked,mostly_lost
sequence,607,0.9834983498349835,0.9851239669421488,0.9818780889621087,0.9983471074380166,0.9950576606260296,0.9901153212520593,0.1282457665834295,2,1,3,1,0
