,num_frames,idf1,idp,idr,precision,recall,mota,motp,num_switches,num_false_positives,num_misses,mostly_tracked,mostly_lost
sequence,346,0.9971014492753624,1.0,0.9942196531791907,1.0,0.9942196531791907,0.9942196531791907,0.14018349564774377,0,0,4,2,0
