,num_frames,idf1,idp,idr,precision,recall,mota,motp,num_switches,num_false_positives,num_misses,mostly_tracked,mostly_lost
sequence,2405,0.05067238235230806,0.7146326654523376,0.02626746328803984,0.8090033827738746,0.029736209502069132,0.022368311983115396,0.08986676222111259,109,2202,304331,0,683
