,num_frames,idf1,idp,idr,precision,recall,mota,motp,num_switches,num_false_positives,num_misses,mostly_tracked,mostly_lost
sequence,2405,0.0044092327045623485,0.6109154929577465,0.0022126009857870673,0.7570422535211268,0.0027418398382952134,0.0018204541251937156,0.07820222789849407,13,276,312798,0,701
