,num_frames,idf1,idp,idr,precision,recall,mota,motp,num_switches,num_false_positives,num_misses,mostly_tracked,mostly_lost
sequence,429,0.28207551045560986,0.7678371728919705,0.1727730246602919,0.8953254305524491,0.20145948666331154,0.17669854051333667,0.0752215620995942,24,468,15867,4,48
