,num_frames,idf1,idp,idr,precision,recall,mota,motp,num_switches,num_false_positives,num_misses,mostly_tracked,mostly_lost
sequence,247,0.7459016393442623,0.7551867219917012,0.7368421052631579,1.0,0.9757085020242915,0.97165991902834,8.58974794921208e-08,1,0,6,1,0
