,num_frames,idf1,idp,idr,precision,recall,mota,motp,num_switches,num_false_positives,num_misses,mostly_tracked,mostly_lost
sequence,2782,0.27562066033355764,0.7149584562505075,0.17071641829626089,0.8916344150044656,0.212902767186672,0.18573496529707512,0.07362346136065759,200,4004,121797,8,157
