1,1,327.654510,105.254555,61.897858,161.352715,1,-1,-1,-1
2,1,327.647675,104.952621,60.865814,161.635452,1,-1,-1,-1
3,1,327.605988,104.610580,60.313843,161.835770,1,-1,-1,-1
4,1,327.693451,104.214531,60.199982,162.137001,1,-1,-1,-1
5,1,327.769714,103.824326,60.800537,162.523331,1,-1,-1,-1
6,1,327.907745,103.522049,61.283661,162.610733,1,-1,-1,-1
7,1,328.060333,103.288605,60.655701,162.956787,1,-1,-1,-1
8,1,328.143127,102.775200,60.615326,163.399696,1,-1,-1,-1
9,1,331.763733,99.156403,59.979279,164.592468,1,-1,-1,-1
10,1,333.863739,97.336998,59.856781,165.528297,1,-1,-1,-1
11,1,334.497498,96.685486,58.361237,166.272614,1,-1,-1,-1
12,1,334.698944,96.492645,58.149597,166.568909,1,-1,-1,-1
13,1,334.774139,97.051727,57.995270,165.355865,1,-1,-1,-1
14,1,334.761261,97.939034,58.972809,164.174614,1,-1,-1,-1
15,1,334.908966,98.517418,60.256989,163.303871,1,-1,-1,-1
16,1,333.128174,101.842941,53.372040,159.609299,1,-1,-1,-1
17,1,332.631958,102.909935,52.258911,158.201057,1,-1,-1,-1
18,1,332.878723,102.738754,55.797150,158.423141,1,-1,-1,-1
19,1,335.751282,101.346558,57.865356,158.359863,1,-1,-1,-1
20,1,336.458588,100.905701,50.342804,158.430908,1,-1,-1,-1
21,1,337.019226,101.004532,54.212280,158.016983,1,-1,-1,-1
22,1,337.062042,101.199837,56.932098,157.457390,1,-1,-1,-1
23,1,337.170715,101.492371,55.453796,156.418762,1,-1,-1,-1
24,1,336.939514,101.811066,54.499817,155.883453,1,-1,-1,-1
25,1,336.966858,102.023781,55.177795,155.210350,1,-1,-1,-1
26,1,336.684052,102.224129,53.441223,155.244133,1,-1,-1,-1
27,1,336.526215,102.244370,50.825226,155.343094,1,-1,-1,-1
28,1,336.246613,102.156197,49.505707,155.629997,1,-1,-1,-1
29,1,336.225677,101.960167,51.240082,155.697029,1,-1,-1,-1
30,1,336.767456,100.161552,54.343323,158.509377,1,-1,-1,-1
31,1,336.911621,99.614555,55.617401,159.509468,1,-1,-1,-1
32,1,336.933044,99.428299,56.097412,160.338699,1,-1,-1,-1
33,1,337.379150,99.464928,56.507446,159.866158,1,-1,-1,-1
34,1,337.202850,99.453430,54.901001,160.007172,1,-1,-1,-1
35,1,336.911255,99.461327,52.431213,160.326668,1,-1,-1,-1
36,1,336.667816,99.511696,51.063293,160.262047,1,-1,-1,-1
37,1,336.600952,99.574402,49.735779,160.357513,1,-1,-1,-1
38,1,336.763489,99.779373,49.653961,160.016953,1,-1,-1,-1
39,1,336.589722,99.885529,49.788544,159.929199,1,-1,-1,-1
40,1,336.660217,100.107719,48.951385,159.932838,1,-1,-1,-1
41,1,336.989502,104.158997,52.089966,155.099304,1,-1,-1,-1
42,1,336.888153,105.684792,52.435913,154.300774,1,-1,-1,-1
43,1,336.977386,106.231865,51.159515,154.691719,1,-1,-1,-1
44,1,337.128540,106.496162,51.281281,153.739891,1,-1,-1,-1
45,1,337.484222,106.993469,51.310547,152.712891,1,-1,-1,-1
46,1,338.091156,107.203819,51.242676,152.634346,1,-1,-1,-1
47,1,338.734009,107.439423,50.673218,151.932983,1,-1,-1,-1
48,1,340.494354,107.691811,50.206787,151.702080,1,-1,-1,-1
49,1,341.692993,107.718399,49.844208,151.516159,1,-1,-1,-1
50,1,339.490875,108.709557,50.537323,146.348015,1,-1,-1,-1
51,1,338.240509,109.158981,51.690491,144.542252,1,-1,-1,-1
52,1,337.682465,109.362595,52.173431,144.174332,1,-1,-1,-1
53,1,337.324402,109.192039,53.499207,144.138557,1,-1,-1,-1
54,1,337.016357,109.152374,52.358276,144.090302,1,-1,-1,-1
55,1,336.535797,109.324028,51.040710,144.134377,1,-1,-1,-1
56,1,336.327820,109.359787,49.660614,144.084717,1,-1,-1,-1
57,1,336.220764,109.334785,49.231140,143.974815,1,-1,-1,-1
58,1,336.353973,109.427155,48.331818,143.818237,1,-1,-1,-1
59,1,336.380096,109.541992,49.400757,144.232880,1,-1,-1,-1
60,1,335.556396,109.896881,51.154877,143.203461,1,-1,-1,-1
61,1,335.307709,110.111237,52.404846,143.031586,1,-1,-1,-1
61,2,638.940002,25.037701,33.008423,322.953175,1,-1,-1,-1
62,1,335.003540,110.171417,53.490417,143.333328,1,-1,-1,-1
62,2,638.022522,27.106522,33.923279,320.170120,1,-1,-1,-1
63,1,334.985382,110.131668,54.497345,143.538620,1,-1,-1,-1
63,2,637.940247,31.388199,34.076660,315.367020,1,-1,-1,-1
64,1,335.372375,109.809792,54.227844,143.978050,1,-1,-1,-1
64,2,635.984253,25.393654,36.001526,321.556511,1,-1,-1,-1
65,1,335.768036,109.639893,54.475342,144.381027,1,-1,-1,-1
65,2,634.472229,24.322336,37.551025,322.443380,1,-1,-1,-1
66,1,335.961487,109.473549,54.360565,144.647209,1,-1,-1,-1
66,2,631.984924,23.621622,40.132324,322.887991,1,-1,-1,-1
67,1,337.970978,108.481522,54.875793,145.394333,1,-1,-1,-1
67,2,607.128418,25.992472,64.740967,313.375784,1,-1,-1,-1
68,1,338.651703,108.176857,54.819611,145.747200,1,-1,-1,-1
68,2,598.893921,26.209044,72.921326,310.769564,1,-1,-1,-1
69,1,339.098755,108.075447,53.974579,145.939232,1,-1,-1,-1
69,2,592.967651,30.667830,78.781250,305.468889,1,-1,-1,-1
70,1,339.633698,107.960152,54.706390,145.964928,1,-1,-1,-1
70,2,590.525452,31.279165,81.314331,304.695719,1,-1,-1,-1
71,1,340.287292,107.889153,53.252808,145.793724,1,-1,-1,-1
71,2,592.239624,30.233471,79.711609,305.597004,1,-1,-1,-1
72,1,340.753021,107.852150,52.027771,145.981178,1,-1,-1,-1
72,2,592.717346,29.740515,79.210022,306.269556,1,-1,-1,-1
73,1,341.144135,107.881126,49.729279,145.661644,1,-1,-1,-1
73,2,590.790283,27.539885,81.136536,308.582613,1,-1,-1,-1
74,1,341.414337,107.839424,48.046295,145.697929,1,-1,-1,-1
74,2,590.044373,26.236143,81.893066,310.306124,1,-1,-1,-1
75,1,341.344574,107.797310,47.281250,145.468163,1,-1,-1,-1
75,2,590.252075,25.681118,81.702759,311.210026,1,-1,-1,-1
76,1,341.502716,107.715637,46.305328,145.185074,1,-1,-1,-1
76,2,590.229614,25.847010,81.734985,311.161291,1,-1,-1,-1
77,1,341.497559,107.627907,47.379730,144.987297,1,-1,-1,-1
77,2,590.297485,26.290970,81.659180,310.830887,1,-1,-1,-1
78,1,339.631165,109.181580,47.265320,143.894150,1,-1,-1,-1
78,2,586.667236,29.140224,85.134033,307.803989,1,-1,-1,-1
79,1,339.346466,109.602318,52.309235,143.975578,1,-1,-1,-1
79,2,585.328979,29.837971,86.560913,307.049725,1,-1,-1,-1
80,1,338.972839,109.945061,52.507202,143.345757,1,-1,-1,-1
80,2,585.126709,30.564888,86.814819,306.321739,1,-1,-1,-1
81,1,338.863159,110.485252,54.018951,142.938713,1,-1,-1,-1
81,2,584.212952,30.450863,87.755188,306.275578,1,-1,-1,-1
82,1,338.384857,110.875107,53.094055,143.442108,1,-1,-1,-1
82,2,582.280823,29.636757,89.734070,307.193291,1,-1,-1,-1
83,1,338.242737,111.230728,53.639526,144.137115,1,-1,-1,-1
83,2,582.071960,29.110815,89.946106,307.613031,1,-1,-1,-1
84,1,337.918640,111.715469,52.838165,143.927475,1,-1,-1,-1
84,2,580.868042,28.687061,91.159241,308.154308,1,-1,-1,-1
85,1,337.853699,111.861267,50.070404,143.297073,1,-1,-1,-1
85,2,582.359131,28.984346,89.673340,307.989531,1,-1,-1,-1
86,1,338.007721,111.795029,49.790924,142.959930,1,-1,-1,-1
86,2,580.993652,28.866297,91.071106,308.094305,1,-1,-1,-1
87,1,338.170776,111.667633,50.066071,142.537872,1,-1,-1,-1
87,2,582.163208,28.827078,89.938110,307.929758,1,-1,-1,-1
88,1,338.806580,111.454407,49.733734,142.560181,1,-1,-1,-1
88,2,583.671997,28.858738,88.412231,308.001217,1,-1,-1,-1
89,1,338.961609,111.072685,50.106995,141.221947,1,-1,-1,-1
89,2,588.793701,29.245775,83.211365,307.496565,1,-1,-1,-1
90,1,339.049469,111.086037,49.759003,140.586845,1,-1,-1,-1
90,2,593.225525,31.283491,78.732056,305.214861,1,-1,-1,-1
91,1,339.249420,111.048065,49.786255,140.714081,1,-1,-1,-1
91,2,599.135925,28.193560,72.746216,308.223616,1,-1,-1,-1
92,1,339.300964,111.007851,50.183258,140.215233,1,-1,-1,-1
